UF,Idade,Sexo,Refeicao,protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class,caloria_total,nivel_caloria
MG,64,F,ALMOCO,31.5,83.4,15.7,12.8,12.5,585.0,medium,676.5,MEDIA
PE,62,M,JANTAR,48.9,34.6,17.5,6.3,35.8,539.0,medium,647.3,MEDIA
MS,65,O,JANTAR,18.5,4.5,18.6,12.0,16.8,288.0,low,350.6,BAIXA
SP,28,M,CAFE DA MANHA,16.7,52.4,27.8,7.2,13.8,504.0,medium,596.2,MEDIA
RR,46,M,LANCHE,43.5,83.4,28.7,9.8,19.8,764.0,high,864.7,ALTA
SP,54,F,LANCHE,0.0,21.9,19.6,14.7,0.0,235.0,low,293.4,BAIXA
PA,31,F,LANCHE,33.9,54.8,1.2,3.0,17.4,375.0,low,441.2,MEDIA
RO,25,M,CAFE DA MANHA,32.9,8.5,18.6,6.0,7.2,263.0,low,373.8,BAIXA
MA,26,F,LANCHE,41.3,71.8,16.6,9.7,0.0,592.0,medium,621.2,MEDIA
MG,67,O,LANCHE,12.2,30.1,21.1,8.4,22.8,324.0,low,467.1,MEDIA
RS,59,F,ALMOCO,11.4,64.0,15.3,0.6,5.8,448.0,medium,463.7,MEDIA
AP,35,F,ALMOCO,24.7,50.1,27.6,8.9,20.6,553.0,medium,647.8,MEDIA
RN,64,M,CAFE DA MANHA,27.1,50.0,23.0,11.5,3.4,516.0,medium,552.0,MEDIA
AC,61,M,JANTAR,19.6,95.5,26.1,10.0,5.7,691.0,medium,738.1,ALTA
PR,69,F,CAFE DA MANHA,29.7,75.2,20.0,10.2,0.0,625.0,medium,620.0,MEDIA
MG,75,M,CAFE DA MANHA,36.6,39.6,21.1,6.4,14.9,468.0,medium,567.1,MEDIA
MG,73,F,ALMOCO,27.1,61.1,28.6,8.5,12.6,609.0,medium,677.6,MEDIA
PA,29,M,JANTAR,13.4,30.7,30.2,8.5,22.4,441.0,medium,554.8,MEDIA
PA,66,M,LANCHE,9.5,80.0,17.2,4.1,11.1,499.0,medium,565.4,MEDIA
MT,42,M,CAFE DA MANHA,38.7,60.9,27.2,11.3,14.0,617.0,medium,721.8,ALTA
MG,43,M,CAFE DA MANHA,31.9,30.1,16.9,15.2,4.0,352.0,low,446.5,MEDIA
PR,58,M,LANCHE,38.8,72.7,9.8,7.9,21.1,539.0,medium,634.4,MEDIA
RS,55,F,ALMOCO,25.7,46.4,9.3,8.6,11.0,329.0,low,433.3,MEDIA
PB,44,F,CAFE DA MANHA,28.1,34.8,29.2,7.7,12.3,559.0,medium,579.0,MEDIA
PI,80,M,JANTAR,31.9,44.0,25.6,7.8,17.9,533.0,medium,621.2,MEDIA
RR,29,M,CAFE DA MANHA,28.5,70.6,23.8,3.0,14.5,538.0,medium,674.6,MEDIA
TO,24,F,ALMOCO,19.8,54.1,8.2,16.8,5.4,412.0,medium,424.6,MEDIA
AP,19,M,CAFE DA MANHA,43.3,68.9,19.9,10.7,45.0,600.0,medium,829.3,ALTA
RN,69,F,LANCHE,28.3,43.1,17.6,12.6,6.2,425.0,medium,494.0,MEDIA
DF,43,F,LANCHE,15.0,91.0,16.2,13.5,4.3,596.0,medium,614.0,MEDIA
CE,45,F,ALMOCO,36.9,54.2,17.0,9.5,11.0,515.0,medium,580.4,MEDIA
RO,58,F,LANCHE,5.6,78.7,16.7,6.1,7.6,470.0,medium,530.1,MEDIA
AL,45,F,JANTAR,36.9,46.7,20.2,11.9,13.9,523.0,medium,595.6,MEDIA
RR,54,O,JANTAR,29.9,76.1,32.8,8.6,16.3,753.0,high,801.6,ALTA
RS,21,F,ALMOCO,23.7,46.8,20.2,5.5,19.6,490.0,medium,553.2,MEDIA
TO,27,M,ALMOCO,30.1,52.5,22.2,5.1,24.0,582.0,medium,636.4,MEDIA
RJ,76,M,JANTAR,20.3,35.3,13.2,2.9,12.7,323.0,low,397.8,BAIXA
SC,46,M,CAFE DA MANHA,13.7,50.5,36.0,8.2,15.1,590.0,medium,657.6,MEDIA
AM,28,M,CAFE DA MANHA,40.9,23.8,22.7,9.8,14.6,447.0,medium,541.1,MEDIA
SP,41,F,CAFE DA MANHA,24.6,51.9,22.6,11.2,7.7,502.0,medium,562.6,MEDIA
BA,39,M,JANTAR,3.8,67.3,32.4,9.0,28.2,572.0,medium,706.8,ALTA
GO,35,M,CAFE DA MANHA,31.9,39.1,31.1,11.8,17.3,496.0,medium,656.7,MEDIA
AM,36,M,ALMOCO,36.1,62.5,26.3,8.2,31.0,602.0,medium,771.5,ALTA
MT,63,F,LANCHE,30.8,90.7,22.8,7.5,17.2,739.0,high,775.0,ALTA
RS,24,F,CAFE DA MANHA,25.3,52.0,24.9,7.8,26.6,554.0,medium,655.3,MEDIA
ES,37,O,ALMOCO,31.0,80.1,20.6,8.2,0.0,652.0,medium,646.2,MEDIA
RR,47,M,ALMOCO,30.9,84.2,25.5,6.8,8.6,670.0,medium,737.9,ALTA
PE,52,M,CAFE DA MANHA,19.5,80.9,21.5,7.8,18.8,546.0,medium,685.9,MEDIA
PE,73,O,JANTAR,34.0,15.6,3.3,9.9,30.2,186.0,low,368.7,BAIXA
SE,76,F,CAFE DA MANHA,26.8,72.6,27.8,1.3,17.0,698.0,medium,718.4,ALTA
MS,36,F,JANTAR,13.8,65.6,14.0,9.0,24.8,397.0,low,560.8,MEDIA
MA,51,F,ALMOCO,20.7,71.0,17.9,12.6,18.1,548.0,medium,625.5,MEDIA
TO,19,M,CAFE DA MANHA,30.2,64.9,6.1,14.0,15.3,443.0,medium,524.5,MEDIA
PR,56,F,CAFE DA MANHA,24.7,106.5,9.8,0.0,25.3,561.0,medium,714.2,ALTA
PE,27,F,ALMOCO,24.8,58.0,29.7,12.1,19.5,554.0,medium,700.7,ALTA
GO,22,F,ALMOCO,37.1,73.6,14.7,10.9,17.1,552.0,medium,665.3,MEDIA
CE,60,F,CAFE DA MANHA,9.8,41.0,10.7,6.4,20.6,336.0,low,394.7,BAIXA
BA,29,M,JANTAR,20.1,56.1,13.5,11.2,21.8,455.0,medium,535.9,MEDIA
DF,48,M,ALMOCO,46.9,62.2,18.6,10.7,30.5,633.0,medium,747.2,ALTA
CE,24,F,JANTAR,38.8,105.8,14.8,3.2,22.9,732.0,high,809.6,ALTA
RS,64,F,CAFE DA MANHA,37.5,62.4,16.6,5.6,18.6,538.0,medium,634.6,MEDIA
AL,66,M,CAFE DA MANHA,19.7,91.1,33.1,5.4,19.3,707.0,high,829.1,ALTA
PE,54,M,LANCHE,15.2,0.0,10.1,6.7,17.5,162.0,low,235.1,BAIXA
SE,70,O,ALMOCO,34.7,52.4,11.9,9.3,25.8,499.0,medium,577.3,MEDIA
RS,45,M,CAFE DA MANHA,11.0,11.8,19.4,9.0,17.5,292.0,low,353.8,BAIXA
MT,29,M,CAFE DA MANHA,45.9,72.9,7.3,13.5,14.5,517.0,medium,625.9,MEDIA
AL,27,F,CAFE DA MANHA,16.4,51.7,22.3,4.8,20.2,513.0,medium,563.5,MEDIA
RR,31,F,LANCHE,11.8,52.1,28.7,11.4,6.8,583.0,medium,563.9,MEDIA
AC,30,F,ALMOCO,30.0,73.3,14.3,7.1,19.9,532.0,medium,635.7,MEDIA
RJ,38,F,JANTAR,30.9,4.7,30.5,12.4,19.0,461.0,medium,517.7,MEDIA
RJ,31,M,CAFE DA MANHA,31.5,65.9,20.3,8.0,22.8,582.0,medium,679.5,MEDIA
CE,55,O,ALMOCO,19.9,56.4,17.3,11.7,20.3,414.0,medium,565.5,MEDIA
RN,27,O,ALMOCO,28.6,43.4,31.1,1.3,19.9,525.0,medium,650.1,MEDIA
BA,57,F,ALMOCO,31.8,60.7,23.8,10.0,5.7,582.0,medium,627.0,MEDIA
DF,39,F,JANTAR,22.0,70.4,12.7,5.2,18.1,490.0,medium,566.7,MEDIA
RO,61,M,JANTAR,23.9,37.0,24.9,4.0,29.1,449.0,medium,592.1,MEDIA
TO,50,M,CAFE DA MANHA,9.3,23.9,21.7,3.1,3.1,352.0,low,346.7,BAIXA
ES,75,M,ALMOCO,37.6,73.4,0.0,7.4,26.0,419.0,medium,562.8,MEDIA
SP,45,M,JANTAR,26.5,65.6,23.8,5.6,15.3,610.0,medium,655.0,MEDIA
SP,36,O,CAFE DA MANHA,29.3,90.8,32.3,9.1,11.1,724.0,high,833.7,ALTA
RS,55,M,ALMOCO,26.6,59.2,25.6,5.9,26.4,576.0,medium,691.0,MEDIA
AM,59,F,ALMOCO,40.3,76.4,22.8,11.7,33.0,667.0,medium,827.4,ALTA
GO,45,M,ALMOCO,25.7,52.6,37.7,6.6,0.0,713.0,high,665.7,MEDIA
RJ,53,M,ALMOCO,23.6,79.8,22.2,6.3,3.9,595.0,medium,641.6,MEDIA
TO,47,M,ALMOCO,16.1,42.3,35.8,2.7,4.9,558.0,medium,580.8,MEDIA
RO,37,M,JANTAR,46.7,92.7,18.5,3.9,11.6,741.0,high,778.3,ALTA
MS,37,F,ALMOCO,30.5,72.7,20.2,9.4,13.7,624.0,medium,668.2,MEDIA
DF,75,O,JANTAR,45.1,42.3,24.8,10.1,12.4,596.0,medium,642.6,MEDIA
SE,60,M,LANCHE,35.4,66.7,19.2,13.7,9.1,556.0,medium,645.0,MEDIA
ES,24,O,ALMOCO,18.9,71.0,22.0,6.3,18.1,586.0,medium,642.6,MEDIA
MA,78,F,ALMOCO,9.0,26.9,6.1,13.2,0.0,167.0,low,224.9,BAIXA
TO,62,F,ALMOCO,9.9,52.1,31.4,12.2,0.0,470.0,medium,555.0,MEDIA
PR,21,M,JANTAR,24.8,21.4,4.7,7.2,0.0,248.0,low,241.5,BAIXA
ES,63,M,CAFE DA MANHA,28.3,38.6,30.3,8.0,21.8,514.0,medium,643.5,MEDIA
AC,55,F,JANTAR,25.1,50.4,23.9,11.3,6.8,578.0,medium,566.9,MEDIA
MS,75,F,LANCHE,35.4,73.1,32.5,10.3,15.3,727.0,high,808.3,ALTA
TO,48,M,LANCHE,12.2,71.1,30.5,7.0,33.5,571.0,medium,755.7,ALTA
MS,50,F,ALMOCO,29.2,75.8,16.0,8.3,23.5,589.0,medium,674.6,MEDIA
RJ,37,M,LANCHE,24.2,25.7,20.5,9.4,33.8,397.0,low,538.1,MEDIA
DF,38,F,LANCHE,16.3,50.0,13.9,10.2,2.2,444.0,medium,419.5,MEDIA
RS,56,M,LANCHE,15.0,42.8,24.3,13.7,0.0,456.0,medium,477.3,MEDIA
RS,70,O,CAFE DA MANHA,43.1,17.5,36.1,7.2,9.3,600.0,medium,618.9,MEDIA
PE,74,M,LANCHE,35.2,69.9,13.8,11.7,4.9,542.0,medium,587.6,MEDIA
RS,66,M,ALMOCO,25.7,46.3,30.9,13.2,16.5,589.0,medium,658.5,MEDIA
PR,56,F,LANCHE,16.6,51.4,10.6,5.0,16.2,387.0,low,442.2,MEDIA
MT,49,M,ALMOCO,14.0,51.3,14.4,15.1,15.9,406.0,medium,484.6,MEDIA
RN,39,O,CAFE DA MANHA,17.7,55.1,29.7,13.8,14.5,611.0,medium,644.1,MEDIA
RR,66,F,LANCHE,27.1,45.6,3.6,8.9,10.5,277.0,low,383.0,BAIXA
RR,38,M,ALMOCO,16.7,0.0,26.5,6.0,8.0,283.0,low,349.3,BAIXA
CE,34,M,LANCHE,15.9,72.1,30.9,5.8,27.6,610.0,medium,752.1,ALTA
RJ,72,O,LANCHE,16.0,61.4,31.9,0.6,30.7,585.0,medium,720.7,ALTA
AC,55,F,LANCHE,36.1,32.1,25.4,12.5,34.3,507.0,medium,663.6,MEDIA
PR,40,F,LANCHE,33.7,101.4,27.7,12.6,14.1,818.0,high,871.3,ALTA
PR,72,M,CAFE DA MANHA,10.3,77.1,27.9,14.7,3.0,605.0,medium,642.1,MEDIA
MA,78,O,CAFE DA MANHA,30.7,39.1,34.6,10.0,0.0,555.0,medium,610.6,MEDIA
TO,38,F,LANCHE,25.3,52.1,23.6,9.1,28.1,482.0,medium,652.6,MEDIA
SC,50,F,CAFE DA MANHA,19.5,11.5,21.8,9.4,14.1,309.0,low,395.4,BAIXA
AL,48,M,CAFE DA MANHA,39.9,53.4,14.2,10.0,19.8,504.0,medium,600.2,MEDIA
CE,62,M,CAFE DA MANHA,38.1,42.4,24.1,5.8,24.9,526.0,medium,650.1,MEDIA
CE,77,O,ALMOCO,26.6,65.9,18.8,2.8,17.5,555.0,medium,614.8,MEDIA
SP,52,O,JANTAR,35.6,47.6,15.6,3.7,13.5,433.0,medium,534.6,MEDIA
PB,68,M,CAFE DA MANHA,23.9,53.6,20.2,12.1,6.3,522.0,medium,541.2,MEDIA
RN,55,O,ALMOCO,29.8,34.2,25.2,13.8,38.5,502.0,medium,664.4,MEDIA
RO,73,M,JANTAR,17.6,28.1,30.4,13.4,32.6,458.0,medium,613.6,MEDIA
RS,43,M,JANTAR,25.6,33.8,27.4,0.3,20.9,480.0,medium,568.4,MEDIA
AP,42,M,CAFE DA MANHA,4.6,56.1,26.2,10.5,10.9,458.0,medium,543.2,MEDIA
AM,44,M,JANTAR,22.8,58.7,25.0,9.1,10.2,521.0,medium,610.0,MEDIA
MT,80,M,CAFE DA MANHA,22.5,29.9,24.5,3.2,0.4,465.0,medium,438.1,MEDIA
MA,56,M,LANCHE,15.8,21.1,12.6,3.5,13.6,269.0,low,322.4,BAIXA
RS,27,M,CAFE DA MANHA,34.9,21.2,20.3,8.7,21.8,397.0,low,511.7,MEDIA
BA,20,F,ALMOCO,26.9,25.8,23.4,14.1,13.4,404.0,medium,503.2,MEDIA
MT,50,F,CAFE DA MANHA,34.4,55.9,15.5,2.1,2.4,500.0,medium,514.5,MEDIA
DF,68,F,LANCHE,20.9,63.8,8.5,9.1,12.8,466.0,medium,484.7,MEDIA
CE,48,M,CAFE DA MANHA,25.2,28.0,22.9,8.3,26.3,447.0,medium,540.7,MEDIA
BA,53,F,ALMOCO,13.9,10.6,16.2,11.1,22.4,257.0,low,355.6,BAIXA
CE,68,M,LANCHE,29.7,34.7,14.7,8.0,26.9,329.0,low,513.5,MEDIA
PR,50,F,CAFE DA MANHA,22.9,30.6,26.1,8.0,0.0,491.0,medium,464.9,MEDIA
MS,75,F,JANTAR,37.7,62.3,13.8,4.9,10.3,548.0,medium,575.2,MEDIA
MS,58,M,ALMOCO,46.4,44.5,27.4,7.0,23.0,603.0,medium,716.2,ALTA
MG,64,M,CAFE DA MANHA,20.0,53.7,12.9,11.2,0.0,421.0,medium,433.3,MEDIA
RS,67,F,CAFE DA MANHA,18.1,49.9,24.3,12.5,3.1,501.0,medium,528.1,MEDIA
SC,57,O,ALMOCO,22.8,73.3,24.4,8.6,29.4,552.0,medium,738.8,ALTA
PB,21,F,CAFE DA MANHA,15.3,27.0,35.2,11.0,17.7,461.0,medium,578.8,MEDIA
PI,44,O,ALMOCO,16.5,21.8,10.6,0.0,13.7,221.0,low,303.4,BAIXA
RN,26,O,LANCHE,15.1,56.6,30.4,6.8,0.0,576.0,medium,574.0,MEDIA
RJ,50,M,ALMOCO,23.5,40.0,21.2,0.3,19.7,405.0,medium,524.2,MEDIA
AM,27,F,ALMOCO,13.7,83.4,21.5,0.0,16.5,544.0,medium,647.9,MEDIA
TO,50,M,LANCHE,33.3,47.5,23.5,9.0,26.1,509.0,medium,657.1,MEDIA
BA,39,F,ALMOCO,19.0,75.8,6.4,7.1,14.2,435.0,medium,507.8,MEDIA
MS,19,M,LANCHE,16.4,59.3,19.8,12.7,14.0,484.0,medium,562.4,MEDIA
PI,25,O,JANTAR,24.5,64.6,20.0,14.7,12.2,553.0,medium,614.6,MEDIA
MT,49,F,CAFE DA MANHA,26.6,31.5,19.4,7.4,12.5,391.0,low,471.8,MEDIA
DF,22,M,LANCHE,46.3,82.4,21.0,3.0,38.1,667.0,medium,862.2,ALTA
SP,71,M,JANTAR,31.1,46.1,19.3,4.8,20.6,440.0,medium,574.5,MEDIA
AL,65,M,ALMOCO,27.9,38.4,26.6,1.4,4.4,543.0,medium,525.0,MEDIA
DF,62,F,JANTAR,18.5,25.6,26.4,0.0,30.5,426.0,medium,536.0,MEDIA
TO,28,O,ALMOCO,25.3,20.7,16.9,9.2,19.6,348.0,low,432.9,MEDIA
RN,68,M,LANCHE,19.5,92.9,20.4,4.7,19.0,670.0,medium,718.6,ALTA
AP,57,F,ALMOCO,26.4,51.7,26.2,6.4,15.7,505.0,medium,623.8,MEDIA
RS,42,F,CAFE DA MANHA,13.2,68.7,21.3,10.8,15.3,559.0,medium,602.1,MEDIA
TO,18,M,JANTAR,9.8,71.2,24.2,9.9,4.9,568.0,medium,581.2,MEDIA
AP,51,F,CAFE DA MANHA,28.1,42.2,19.6,18.8,26.7,432.0,medium,602.0,MEDIA
MS,68,M,JANTAR,17.0,47.7,21.3,12.7,2.4,461.0,medium,485.5,MEDIA
MG,20,M,LANCHE,33.2,74.2,11.4,0.9,12.1,496.0,medium,582.4,MEDIA
AM,21,M,JANTAR,11.2,97.6,20.0,9.5,21.7,630.0,medium,721.0,ALTA
CE,42,O,JANTAR,7.1,43.6,14.9,15.6,1.8,348.0,low,375.3,BAIXA
BA,50,M,LANCHE,23.1,61.1,29.2,13.4,38.5,595.0,medium,780.4,ALTA
CE,47,M,JANTAR,30.4,39.8,18.7,9.7,30.0,483.0,medium,588.5,MEDIA
MT,44,F,LANCHE,16.6,67.2,22.6,2.0,23.2,541.0,medium,635.4,MEDIA
MG,34,O,ALMOCO,14.5,36.9,13.3,5.8,15.0,310.0,low,396.9,BAIXA
DF,21,F,LANCHE,25.2,76.8,27.2,0.0,15.0,625.0,medium,712.8,ALTA
ES,19,M,CAFE DA MANHA,24.9,68.8,27.4,10.2,14.1,585.0,medium,698.2,MEDIA
CE,24,F,CAFE DA MANHA,18.0,39.6,18.3,9.5,31.0,378.0,low,538.1,MEDIA
RO,61,M,ALMOCO,35.1,19.3,18.8,7.9,17.8,384.0,low,473.8,MEDIA
CE,67,F,ALMOCO,26.7,16.2,18.3,2.7,14.3,318.0,low,398.9,BAIXA
SP,45,M,CAFE DA MANHA,38.7,63.1,24.1,4.9,38.4,580.0,medium,787.5,ALTA
PB,22,M,ALMOCO,28.2,62.6,1.0,10.0,5.3,384.0,low,413.4,MEDIA
RO,44,M,LANCHE,24.2,50.9,14.4,7.2,21.4,362.0,low,530.0,MEDIA
PI,80,F,LANCHE,31.3,55.6,23.6,8.7,24.4,597.0,medium,675.0,MEDIA
ES,33,M,JANTAR,37.5,93.7,9.5,11.6,22.9,601.0,medium,725.1,ALTA
PE,48,M,JANTAR,29.3,58.6,27.3,10.1,28.0,662.0,medium,729.5,ALTA
ES,51,F,JANTAR,3.1,33.1,9.3,4.8,21.1,216.0,low,322.5,BAIXA
AM,38,F,LANCHE,19.0,42.5,18.2,8.1,26.9,486.0,medium,533.6,MEDIA
DF,45,M,CAFE DA MANHA,17.2,41.3,17.3,8.7,16.7,382.0,low,473.9,MEDIA
ES,47,F,JANTAR,29.8,53.0,16.0,7.0,9.3,430.0,medium,526.4,MEDIA
AM,47,F,CAFE DA MANHA,31.7,64.2,22.2,7.7,35.3,554.0,medium,740.0,ALTA
AC,63,M,CAFE DA MANHA,32.6,45.3,29.4,0.0,1.7,574.0,medium,583.0,MEDIA
SE,54,O,ALMOCO,26.0,38.9,13.0,4.0,13.3,356.0,low,437.8,MEDIA
PA,21,F,LANCHE,24.4,34.4,27.2,12.2,29.0,516.0,medium,620.4,MEDIA
MT,18,M,LANCHE,24.7,75.4,31.4,11.8,32.4,649.0,medium,836.2,ALTA
SE,43,M,CAFE DA MANHA,5.3,75.4,13.3,1.4,9.2,460.0,medium,482.1,MEDIA
DF,75,M,LANCHE,45.8,54.0,18.9,3.0,5.6,608.0,medium,597.7,MEDIA
MT,20,M,CAFE DA MANHA,28.2,34.3,9.7,7.4,16.7,335.0,low,418.9,MEDIA
RR,22,F,ALMOCO,14.9,68.6,21.8,0.0,11.2,523.0,medium,575.0,MEDIA
PI,60,O,ALMOCO,8.2,44.0,22.4,13.5,15.9,431.0,medium,501.0,MEDIA
MT,46,F,ALMOCO,35.0,49.4,19.6,9.2,12.5,511.0,medium,582.4,MEDIA
DF,32,M,LANCHE,32.8,45.1,15.3,11.3,4.5,414.0,medium,489.9,MEDIA
AC,31,M,CAFE DA MANHA,24.7,68.0,8.4,6.6,14.7,454.0,medium,518.4,MEDIA
AP,59,M,CAFE DA MANHA,28.9,32.2,41.4,11.3,15.5,611.0,medium,701.6,ALTA
BA,50,F,CAFE DA MANHA,25.9,50.8,14.7,1.2,28.3,430.0,medium,554.7,MEDIA
RO,58,M,LANCHE,20.1,66.3,18.8,3.1,17.9,519.0,medium,592.6,MEDIA
PI,35,O,JANTAR,21.9,60.5,11.4,7.2,2.8,441.0,medium,457.8,MEDIA
MS,51,F,LANCHE,14.9,19.3,19.3,14.6,14.2,314.0,low,396.5,BAIXA
RO,72,M,LANCHE,23.2,44.2,25.6,1.6,20.9,516.0,medium,586.8,MEDIA
BA,37,F,JANTAR,27.6,68.0,20.2,10.7,8.5,585.0,medium,619.6,MEDIA
CE,42,F,ALMOCO,21.7,51.1,10.1,7.1,17.7,360.0,low,467.1,MEDIA
MT,28,F,CAFE DA MANHA,26.3,57.5,21.8,0.2,18.5,511.0,medium,605.8,MEDIA
SP,58,F,ALMOCO,26.2,32.0,22.9,3.9,21.5,399.0,low,532.7,MEDIA
PE,20,M,ALMOCO,27.4,44.0,21.2,8.6,12.5,465.0,medium,543.6,MEDIA
RR,33,F,ALMOCO,15.8,23.6,20.6,7.4,5.4,305.0,low,379.4,BAIXA
DF,62,M,ALMOCO,10.8,8.7,23.3,8.2,10.2,283.0,low,344.9,BAIXA
RR,19,F,ALMOCO,46.0,75.3,23.5,7.6,5.5,717.0,high,733.9,ALTA
AL,80,M,ALMOCO,24.9,44.7,25.6,0.7,15.1,509.0,medium,570.6,MEDIA
DF,43,F,ALMOCO,17.7,8.6,20.1,5.4,0.0,304.0,low,296.9,BAIXA
PB,43,F,CAFE DA MANHA,17.8,17.9,20.9,2.4,8.5,314.0,low,369.7,BAIXA
AL,51,M,JANTAR,36.6,71.9,23.6,5.8,11.0,644.0,medium,702.0,ALTA
SC,58,M,LANCHE,45.9,27.3,12.3,13.1,10.7,435.0,medium,472.5,MEDIA
SC,46,F,CAFE DA MANHA,49.1,41.3,27.6,7.3,30.7,623.0,medium,747.4,ALTA
PB,73,M,CAFE DA MANHA,34.6,70.4,17.2,10.4,4.2,594.0,medium,612.4,MEDIA
GO,78,F,CAFE DA MANHA,27.4,35.7,15.1,12.3,18.8,423.0,medium,488.1,MEDIA
AP,30,F,CAFE DA MANHA,20.8,48.2,4.4,5.9,12.7,302.0,low,378.2,BAIXA
PE,62,M,CAFE DA MANHA,15.6,39.7,21.1,11.3,11.6,389.0,low,480.1,MEDIA
PB,36,F,CAFE DA MANHA,22.5,54.1,14.0,2.3,33.5,428.0,medium,571.0,MEDIA
RS,80,F,JANTAR,22.4,55.3,0.0,1.2,28.8,304.0,low,428.4,MEDIA
PE,33,F,JANTAR,21.4,88.3,31.5,7.6,27.0,740.0,high,845.5,ALTA
AM,36,M,LANCHE,24.1,35.8,16.9,12.8,0.0,413.0,medium,417.3,MEDIA
AM,62,M,LANCHE,36.0,51.3,24.5,7.6,3.4,645.0,medium,598.5,MEDIA
RO,67,M,LANCHE,26.3,63.7,30.8,6.9,17.3,667.0,medium,720.2,ALTA
BA,26,O,LANCHE,23.3,69.2,14.2,4.4,31.0,564.0,medium,630.6,MEDIA
SE,53,F,JANTAR,30.9,36.3,32.4,10.8,7.4,558.0,medium,611.6,MEDIA
AP,39,F,LANCHE,27.1,28.9,26.0,5.8,9.9,492.0,medium,509.2,MEDIA
RN,56,M,LANCHE,13.6,48.7,39.8,12.9,19.3,595.0,medium,710.4,ALTA
TO,53,F,JANTAR,3.9,19.0,12.0,10.2,22.6,202.0,low,310.4,BAIXA
MS,80,F,LANCHE,24.5,81.4,22.7,6.1,20.1,724.0,high,720.5,ALTA
AL,76,F,CAFE DA MANHA,27.0,43.8,14.7,4.2,15.6,373.0,low,486.3,MEDIA
SC,59,M,CAFE DA MANHA,26.0,40.2,9.0,7.1,4.9,328.0,low,379.6,BAIXA
CE,60,F,ALMOCO,31.9,49.6,16.0,7.9,13.4,452.0,medium,539.4,MEDIA
PB,74,M,CAFE DA MANHA,16.0,23.5,13.4,11.5,13.2,272.0,low,354.4,BAIXA
TO,29,M,CAFE DA MANHA,30.1,30.2,22.2,2.1,26.6,418.0,medium,551.6,MEDIA
RS,63,O,CAFE DA MANHA,41.2,68.7,3.5,7.4,24.2,483.0,medium,582.7,MEDIA
AL,66,F,ALMOCO,27.4,43.1,38.2,9.0,20.9,598.0,medium,727.4,ALTA
RR,26,M,JANTAR,0.0,41.4,17.8,8.0,11.9,321.0,low,389.4,BAIXA
BA,73,F,ALMOCO,15.5,54.2,31.1,0.7,18.1,574.0,medium,632.5,MEDIA
RS,62,O,CAFE DA MANHA,15.3,44.2,19.2,11.5,8.0,451.0,medium,465.8,MEDIA
PE,39,M,ALMOCO,38.9,23.0,21.6,11.1,28.7,482.0,medium,579.0,MEDIA
ES,48,F,ALMOCO,23.9,51.5,22.2,9.3,31.5,517.0,medium,646.0,MEDIA
MS,48,M,LANCHE,24.2,32.9,32.1,8.9,17.2,581.0,medium,603.9,MEDIA
AM,75,M,LANCHE,19.9,12.5,20.3,9.7,24.1,279.0,low,428.1,MEDIA
TO,79,M,CAFE DA MANHA,19.9,39.7,25.8,2.1,22.8,490.0,medium,566.0,MEDIA
DF,68,F,ALMOCO,18.2,50.9,5.4,4.6,5.6,318.0,low,356.6,BAIXA
GO,59,M,CAFE DA MANHA,25.8,65.4,27.5,12.2,22.4,635.0,medium,726.3,ALTA
PA,24,M,LANCHE,27.1,60.8,19.2,3.0,2.1,507.0,medium,538.8,MEDIA
RJ,75,F,JANTAR,33.6,38.2,27.4,4.8,21.7,510.0,medium,630.2,MEDIA
PA,26,F,JANTAR,36.4,28.4,23.2,6.1,15.3,456.0,medium,541.4,MEDIA
PA,28,F,CAFE DA MANHA,30.1,36.6,8.9,0.0,11.5,338.0,low,392.9,BAIXA
PR,22,F,LANCHE,5.4,36.3,17.5,2.7,16.5,303.0,low,395.7,BAIXA
SC,77,M,LANCHE,11.1,71.2,12.6,12.4,21.6,455.0,medium,553.8,MEDIA
MT,49,M,JANTAR,17.5,45.9,25.2,8.1,17.6,485.0,medium,567.0,MEDIA
RR,32,F,ALMOCO,24.4,60.1,25.9,10.8,6.7,539.0,medium,619.5,MEDIA
RO,23,F,ALMOCO,7.7,34.5,36.5,9.0,23.4,480.0,medium,608.9,MEDIA
SE,43,M,CAFE DA MANHA,24.8,40.4,22.3,7.5,21.9,461.0,medium,564.1,MEDIA
SP,63,M,CAFE DA MANHA,15.1,59.1,19.6,12.2,19.9,426.0,medium,577.2,MEDIA
RO,80,M,LANCHE,11.2,50.2,18.2,8.2,17.8,379.0,low,497.0,MEDIA
DF,52,M,ALMOCO,4.8,37.0,32.1,9.6,23.7,473.0,medium,570.1,MEDIA
RS,56,O,CAFE DA MANHA,36.1,38.9,16.1,9.5,5.5,459.0,medium,485.9,MEDIA
RN,70,F,JANTAR,29.6,67.9,17.1,4.2,1.5,520.0,medium,558.3,MEDIA
ES,74,M,ALMOCO,15.8,52.5,36.8,7.0,6.5,636.0,medium,644.4,MEDIA
RJ,35,F,JANTAR,31.3,49.2,7.0,9.0,2.6,397.0,low,413.4,MEDIA
DF,80,F,LANCHE,32.4,49.4,37.5,5.7,8.5,670.0,medium,710.1,ALTA
PB,50,M,JANTAR,33.4,36.2,15.7,9.1,17.5,422.0,medium,507.9,MEDIA
RO,76,M,LANCHE,37.8,90.7,14.6,6.5,11.6,572.0,medium,704.8,ALTA
